Abdominal pregnancy|http://en.wikipedia.org/wiki/Abdominal_pregnancy|Medical condition,Nature,Describable|Describable_hard|DescribeTheWord Basic
Aberdeen Airport|http://en.wikipedia.org/wiki/Aberdeen_Airport|World,Describable|Describable_hard|DescribeTheWord Basic
Aberdeen Falls|http://en.wikipedia.org/wiki/Aberdeen,_Sri_Lanka|World,Describable|Describable_hard|DescribeTheWord Basic
Aberdeen Regional Airport|http://en.wikipedia.org/wiki/Aberdeen_Regional_Airport|World,Describable|Describable_hard|DescribeTheWord Basic
Abide||Random,Describable|Describable_easy|DescribeTheWord Basic
Abjuring||Action,Describable|Describable_hard|DescribeTheWord Basic
Abnabat|http://en.wikipedia.org/wiki/Abnabat|Object,Describable|Describable_easy|DescribeTheWord Basic
Abnegating||Action,Describable|Describable_hard|DescribeTheWord Basic
Abner Doubleday|http://en.wikipedia.org/wiki/Abner_Doubleday|Person,Describable|Describable_hard|DescribeTheWord Basic
Abnormally||Random,Describable|Describable_normal|DescribeTheWord Basic
Abnormal||Random,Describable|Describable_normal|DescribeTheWord Basic
Abolished||Random,Describable|Describable_normal|DescribeTheWord Basic
Abolishes||Random,Describable|Describable_normal|DescribeTheWord Basic
Abolishing||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Abolishing||Random,Describable|Describable_normal|DescribeTheWord Basic
Abolish||Random,Describable|Describable_easy|DescribeTheWord Basic
Abolition||Random,Describable|Describable_normal|DescribeTheWord Basic
Abominating||Action,Describable|Describable_hard|DescribeTheWord Basic
Aborted||Random,Describable|Describable_easy|DescribeTheWord Basic
Aborting||Action,Describable|Describable_normal|DescribeTheWord Basic
Aborting||Random,Describable|Describable_normal|DescribeTheWord Basic
Abortion clinic|http://en.wikipedia.org/wiki/Abortion_clinic|World,Describable|Describable_hard|DescribeTheWord Basic
Abortion||Random,Describable|Describable_normal|DescribeTheWord Basic
Abort||Random,Describable|Describable_easy|DescribeTheWord Basic
Aborts||Random,Describable|Describable_easy|DescribeTheWord Basic
Abrading||Action,Describable|Describable_hard|DescribeTheWord Basic
Abraham|http://en.wikipedia.org/wiki/Abraham|Person,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Abraham Lincoln|http://en.wikipedia.org/wiki/Abraham_Lincoln_(captain)|Person,Describable|Describable_hard|DescribeTheWord Basic
Abrasion|http://en.wikipedia.org/wiki/Abrasion_(dental)|Medical condition,Nature,Describable|Describable_normal|DescribeTheWord Basic
Abrasive saw|http://en.wikipedia.org/wiki/Abrasive_saw|Object,Describable|Describable_normal|DescribeTheWord Basic
Abroad||Random,Describable|Describable_easy|DescribeTheWord Basic
Abrogating||Action,Describable|Describable_hard|DescribeTheWord Basic
Absalon|http://en.wikipedia.org/wiki/Absalon|Person,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Abscess|http://en.wikipedia.org/wiki/Peritonsillar_abscess|Medical condition,Nature,Describable|Describable_easy|DescribeTheWord Basic
Absence of Malice|http://en.wikipedia.org/wiki/Absence_of_Malice|Film,Describable,Mimeable|Describable_normal,Mimeable_hard|DescribeTheWord Basic
Absent||Random,Describable|Describable_easy|DescribeTheWord Basic
Absinthe|http://en.wikipedia.org/wiki/Artemisia_absinthium|Herb,Nature,Describable|Describable_normal|DescribeTheWord Basic
Absolutely Fabulous|http://en.wikipedia.org/wiki/Absolutely_Fabulous|TV,Describable,Mimeable|Describable_normal,Mimeable_hard|DescribeTheWord Basic
Absorbed||Random,Describable|Describable_normal|DescribeTheWord Basic
Absorbing||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Absorbing||Random,Describable|Describable_normal|DescribeTheWord Basic
Absorb||Random,Describable|Describable_easy|DescribeTheWord Basic
Absorbs||Random,Describable|Describable_easy|DescribeTheWord Basic
Abstraction||Random,Describable|Describable_normal|DescribeTheWord Basic
Abstract||Random,Describable|Describable_normal|DescribeTheWord Basic
Absurd||Random,Describable|Describable_easy|DescribeTheWord Basic
Abu Dhabi|http://en.wikipedia.org/wiki/Abu_Dhabi_(emirate)|World,Describable|Describable_normal|DescribeTheWord Basic
Abuja|http://en.wikipedia.org/wiki/Abuja|World,Describable|Describable_easy|DescribeTheWord Basic
Abused||Random,Describable|Describable_easy|DescribeTheWord Basic
Abuses||Random,Describable|Describable_easy|DescribeTheWord Basic
Abusing||Action,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Abusing||Random,Describable|Describable_easy|DescribeTheWord Basic
Abusive||Random,Describable|Describable_easy|DescribeTheWord Basic
A Busy Day|http://en.wikipedia.org/wiki/A_Busy_Day|Film,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Abutting||Action,Describable|Describable_hard|DescribeTheWord Basic
Abysmal||Random,Describable|Describable_normal|DescribeTheWord Basic
Academic||Random,Describable|Describable_normal|DescribeTheWord Basic
Academics||Random,Describable|Describable_normal|DescribeTheWord Basic
Acadia|http://en.wikipedia.org/wiki/Acadia|World,Describable|Describable_easy|DescribeTheWord Basic
Accelerate||Random,Describable|Describable_normal|DescribeTheWord Basic
Acceleration|http://en.wikipedia.org/wiki/Acceleration|Physical concept,Nature,Describable|Describable_normal|DescribeTheWord Basic
Accent||Random,Describable|Describable_easy|DescribeTheWord Basic
Accents||Random,Describable|Describable_easy|DescribeTheWord Basic
Acceptance||Random,Describable|Describable_normal|DescribeTheWord Basic
Accessed||Random,Describable|Describable_normal|DescribeTheWord Basic
Accesses||Random,Describable|Describable_normal|DescribeTheWord Basic
Accessing||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Accessing||Random,Describable|Describable_normal|DescribeTheWord Basic
Accessioning||Action,Describable|Describable_hard|DescribeTheWord Basic
Accessory breast|http://en.wikipedia.org/wiki/Accessory_breast|Medical condition,Nature,Describable|Describable_hard|DescribeTheWord Basic
Accessory digestive gland|http://en.wikipedia.org/wiki/Accessory_digestive_gland|Anatomy,Nature,Describable|Describable_hard|DescribeTheWord Basic
Accessory nerve|http://en.wikipedia.org/wiki/Accessory_nerve|Anatomy,Nature,Describable|Describable_hard|DescribeTheWord Basic
Accessory process|http://en.wikipedia.org/wiki/Accessory_process|Anatomy,Nature,Describable|Describable_hard|DescribeTheWord Basic
Access||Random,Describable|Describable_easy|DescribeTheWord Basic
Accident|http://en.wikipedia.org/wiki/Accident_(1967_film)|Film,Describable,Mimeable|Describable_easy,Mimeable_easy|DescribeTheWord Basic
Accident||Random,Describable|Describable_normal|DescribeTheWord Basic
Accidents||Random,Describable|Describable_normal|DescribeTheWord Basic
Accommodate||Random,Describable|Describable_normal|DescribeTheWord Basic
Accommodation||Random,Describable|Describable_normal|DescribeTheWord Basic
Accompanied||Random,Describable|Describable_normal|DescribeTheWord Basic
Accompanies||Random,Describable|Describable_normal|DescribeTheWord Basic
Accompanying||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Accompanying||Random,Describable|Describable_normal|DescribeTheWord Basic
Accompany||Random,Describable|Describable_normal|DescribeTheWord Basic
Accomplished||Random,Describable|Describable_normal|DescribeTheWord Basic
Accomplishes||Random,Describable|Describable_normal|DescribeTheWord Basic
Accomplishing||Action,Describable,Drawable|Describable_normal,Drawable_hard|DescribeTheWord Basic
Accomplishing||Random,Describable|Describable_normal|DescribeTheWord Basic
Accomplish||Random,Describable|Describable_normal|DescribeTheWord Basic
Accordance||Random,Describable|Describable_normal|DescribeTheWord Basic
Accountant||Random,Describable|Describable_normal|DescribeTheWord Basic
Accountants||Random,Describable|Describable_normal|DescribeTheWord Basic
Accounted||Random,Describable|Describable_normal|DescribeTheWord Basic
Accounting||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Accounting||Random,Describable|Describable_normal|DescribeTheWord Basic
Accra|http://en.wikipedia.org/wiki/Accra|World,Describable|Describable_easy|DescribeTheWord Basic
Accumulated||Random,Describable|Describable_normal|DescribeTheWord Basic
Accumulate||Random,Describable|Describable_normal|DescribeTheWord Basic
Accumulates||Random,Describable|Describable_normal|DescribeTheWord Basic
Accumulating||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Accumulating||Random,Describable|Describable_normal|DescribeTheWord Basic
Accurately||Random,Describable|Describable_normal|DescribeTheWord Basic
Accusation||Random,Describable|Describable_normal|DescribeTheWord Basic
Accusations||Random,Describable|Describable_normal|DescribeTheWord Basic
Accused||Random,Describable|Describable_easy|DescribeTheWord Basic
Accuse||Random,Describable|Describable_easy|DescribeTheWord Basic
Accuses||Random,Describable|Describable_easy|DescribeTheWord Basic
Accusing||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Accusing||Random,Describable|Describable_normal|DescribeTheWord Basic
Accustomed||Random,Describable|Describable_normal|DescribeTheWord Basic
Accustoming||Action,Describable|Describable_normal|DescribeTheWord Basic
Accustoming||Random,Describable|Describable_normal|DescribeTheWord Basic
Accustom||Random,Describable|Describable_normal|DescribeTheWord Basic
Accustoms||Random,Describable|Describable_normal|DescribeTheWord Basic
Ace||Random,Describable|Describable_easy|DescribeTheWord Basic
Ace Ventura|http://en.wikipedia.org/wiki/Ace_Ventura|Person,Describable|Describable_normal|DescribeTheWord Basic
Achievement||Random,Describable|Describable_normal|DescribeTheWord Basic
Achievements||Random,Describable|Describable_normal|DescribeTheWord Basic
Achilles tendon|http://en.wikipedia.org/wiki/Achilles_tendon|Anatomy,Nature,Describable|Describable_hard|DescribeTheWord Basic
A Christmas Carol|http://en.wikipedia.org/wiki/A_Christmas_Carol|Literature,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Acidifying||Action,Describable|Describable_normal|DescribeTheWord Basic
Acid||Random,Describable|Describable_easy|DescribeTheWord Basic
Acidulated water|http://en.wikipedia.org/wiki/Acidulated_water|Object,Describable|Describable_hard|DescribeTheWord Basic
Acknowledged||Random,Describable|Describable_normal|DescribeTheWord Basic
Acknowledge||Random,Describable|Describable_normal|DescribeTheWord Basic
Acknowledges||Random,Describable|Describable_normal|DescribeTheWord Basic
Acknowledging||Action,Describable|Describable_normal|DescribeTheWord Basic
Acknowledging||Random,Describable|Describable_normal|DescribeTheWord Basic
A.C. Lamb|http://en.wikipedia.org/wiki/Alexander_Crawford_Lamb|Person,Describable|Describable_normal|DescribeTheWord Basic
A Columbian Patriot|http://en.wikipedia.org/wiki/Mercy_Otis_Warren|Person,Describable|Describable_hard|DescribeTheWord Basic
A Confederacy of Dunces|http://en.wikipedia.org/wiki/A_Confederacy_of_Dunces|Literature,Describable,Mimeable|Describable_hard,Mimeable_hard|DescribeTheWord Basic
Acorn||Random,Describable|Describable_easy|DescribeTheWord Basic
Acoustic||Random,Describable|Describable_normal|DescribeTheWord Basic
Acquaintance||Random,Describable|Describable_normal|DescribeTheWord Basic
Acquisition||Random,Describable|Describable_normal|DescribeTheWord Basic
A. Crab Maid|http://en.wikipedia.org/wiki/Frederick_Rolfe|Person,Describable|Describable_normal|DescribeTheWord Basic
Acre|http://en.wikipedia.org/wiki/Republic_of_Acre|World,Describable,Drawable|Describable_easy,Drawable_hard|DescribeTheWord Basic
Acronym||Random,Describable|Describable_easy|DescribeTheWord Basic
Acronyms||Random,Describable|Describable_normal|DescribeTheWord Basic
A Crown of Swords|http://en.wikipedia.org/wiki/A_Crown_of_Swords|Literature,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Acrylic trophy|http://en.wikipedia.org/wiki/Acrylic_trophy|Object,Describable|Describable_hard|DescribeTheWord Basic
Activated||Random,Describable|Describable_normal|DescribeTheWord Basic
Activate||Random,Describable|Describable_normal|DescribeTheWord Basic
Activates||Random,Describable|Describable_normal|DescribeTheWord Basic
Activating||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Activating||Random,Describable|Describable_normal|DescribeTheWord Basic
Actively||Random,Describable|Describable_normal|DescribeTheWord Basic
Active zone|http://en.wikipedia.org/wiki/Active_zone|Anatomy,Nature,Describable|Describable_normal|DescribeTheWord Basic
Acton Bell|http://en.wikipedia.org/wiki/Anne_Brontë|Person,Describable|Describable_normal|DescribeTheWord Basic
Actor||Random,Describable|Describable_easy|DescribeTheWord Basic
Actors||Random,Describable|Describable_easy|DescribeTheWord Basic
Actuating||Action,Describable|Describable_hard|DescribeTheWord Basic
Acute radiation syndrome|http://en.wikipedia.org/wiki/Acute_radiation_syndrome|Medical condition,Nature,Describable|Describable_hard|DescribeTheWord Basic
Acute||Random,Describable|Describable_easy|DescribeTheWord Basic
Ada|http://en.wikipedia.org/wiki/St._Ada|Person,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Adam Bonnard|http://en.wikipedia.org/wiki/Paul_Wheelahan|Person,Describable|Describable_normal|DescribeTheWord Basic
Adam Lee|http://en.wikipedia.org/wiki/A._A._Attanasio|Person,Describable|Describable_normal|DescribeTheWord Basic
Adam's Rib|http://en.wikipedia.org/wiki/Adam's_Rib|Film,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Adamstown|http://en.wikipedia.org/wiki/Adamstown,_Pitcairn_Island|World,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
A Dance with Dragons|http://en.wikipedia.org/wiki/A_Dance_with_Dragons|Literature,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
A Dangerous Game|http://en.wikipedia.org/wiki/A_Dangerous_Game|Literature,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Adaptation||Random,Describable|Describable_normal|DescribeTheWord Basic
Adapted||Random,Describable|Describable_normal|DescribeTheWord Basic
Adapting||Action,Describable|Describable_normal|DescribeTheWord Basic
Adapting||Random,Describable|Describable_normal|DescribeTheWord Basic
Adapt||Random,Describable|Describable_easy|DescribeTheWord Basic
Adapts||Random,Describable|Describable_easy|DescribeTheWord Basic
Adder stone|http://en.wikipedia.org/wiki/Adder_stone|Object,Describable|Describable_normal|DescribeTheWord Basic
Addicted||Random,Describable|Describable_normal|DescribeTheWord Basic
Addicting||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Addicting||Random,Describable|Describable_normal|DescribeTheWord Basic
Addictive||Random,Describable|Describable_normal|DescribeTheWord Basic
Addict||Random,Describable|Describable_easy|DescribeTheWord Basic
Addicts||Random,Describable|Describable_easy|DescribeTheWord Basic
Addis Ababa|http://en.wikipedia.org/wiki/Addis_Ababa|World,Describable|Describable_normal|DescribeTheWord Basic
Additionally||Random,Describable|Describable_normal|DescribeTheWord Basic
Addition||Random,Describable|Describable_normal|DescribeTheWord Basic
Additions||Random,Describable|Describable_normal|DescribeTheWord Basic
Addling||Action,Describable|Describable_hard|DescribeTheWord Basic
Adducing||Action,Describable|Describable_hard|DescribeTheWord Basic
Adelaide Airport|http://en.wikipedia.org/wiki/Adelaide_Airport|World,Describable|Describable_hard|DescribeTheWord Basic
Adelaide|http://en.wikipedia.org/wiki/Adelaide_of_Aquitaine|Person,Describable,Drawable|Describable_normal,Drawable_hard|DescribeTheWord Basic
Aden|http://en.wikipedia.org/wiki/Aden_Protectorate|World,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Adequately||Random,Describable|Describable_normal|DescribeTheWord Basic
Adhered||Random,Describable|Describable_easy|DescribeTheWord Basic
Adhere||Random,Describable|Describable_easy|DescribeTheWord Basic
Adheres||Random,Describable|Describable_easy|DescribeTheWord Basic
Adhering||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Adhering||Random,Describable|Describable_normal|DescribeTheWord Basic
Adhesive label|http://en.wikipedia.org/wiki/Adhesive_label|Object,Describable|Describable_hard|DescribeTheWord Basic
A Distant Trumpet|http://en.wikipedia.org/wiki/A_Distant_Trumpet|Film,Describable,Mimeable|Describable_hard,Mimeable_hard|DescribeTheWord Basic
Adjacent||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjara|http://en.wikipedia.org/wiki/Adjara|World,Describable|Describable_easy|DescribeTheWord Basic
Adjective||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjudging||Action,Describable|Describable_hard|DescribeTheWord Basic
Adjudicating||Action,Describable|Describable_normal|DescribeTheWord Basic
Adjuring||Action,Describable|Describable_hard|DescribeTheWord Basic
Adjustable shelving|http://en.wikipedia.org/wiki/Adjustable_shelving|Object,Describable|Describable_hard|DescribeTheWord Basic
Adjusted||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjusting||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Adjusting||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjustment||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjustments||Random,Describable|Describable_normal|DescribeTheWord Basic
Adjusts||Random,Describable|Describable_easy|DescribeTheWord Basic
Administered||Random,Describable|Describable_normal|DescribeTheWord Basic
Administering||Action,Describable|Describable_normal|DescribeTheWord Basic
Administering||Random,Describable|Describable_normal|DescribeTheWord Basic
Administer||Random,Describable|Describable_normal|DescribeTheWord Basic
Administers||Random,Describable|Describable_normal|DescribeTheWord Basic
Administrating||Action,Describable|Describable_normal|DescribeTheWord Basic
Administrative||Random,Describable|Describable_normal|DescribeTheWord Basic
Admirable||Random,Describable|Describable_normal|DescribeTheWord Basic
Admiration||Random,Describable|Describable_normal|DescribeTheWord Basic
Admire||Random,Describable|Describable_easy|DescribeTheWord Basic
Admission||Random,Describable|Describable_normal|DescribeTheWord Basic
Adolf Hitler|http://en.wikipedia.org/wiki/Adolf_Hitler|Person,Describable|Describable_normal|DescribeTheWord Basic
Adonis|http://en.wikipedia.org/wiki/Adunis|Person,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
Adoption||Random,Describable|Describable_normal|DescribeTheWord Basic
A Drama in Mexico|http://en.wikipedia.org/wiki/A_Drama_in_Mexico|Literature,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Adrenal gland|http://en.wikipedia.org/wiki/Adrenal_gland|Anatomy,Nature,Describable|Describable_hard|DescribeTheWord Basic
Adrian Stone|http://en.wikipedia.org/wiki/Ad_van_Tiggelen|Person,Describable|Describable_normal|DescribeTheWord Basic
Adriatic Sea|http://en.wikipedia.org/wiki/Adriatic_Sea|World,Describable|Describable_normal|DescribeTheWord Basic
Adulating||Action,Describable|Describable_normal|DescribeTheWord Basic
Adult daycare centre|http://en.wikipedia.org/wiki/Adult_daycare_center|World,Describable|Describable_hard|DescribeTheWord Basic
Adult||Random,Describable|Describable_easy|DescribeTheWord Basic
Adults||Random,Describable|Describable_easy|DescribeTheWord Basic
Adumbrating||Action,Describable|Describable_hard|DescribeTheWord Basic
Advance||Random,Describable|Describable_easy|DescribeTheWord Basic
Advantageous||Random,Describable|Describable_normal|DescribeTheWord Basic
Advent||Random,Describable|Describable_easy|DescribeTheWord Basic
Adventuredome|http://en.wikipedia.org/wiki/Adventuredome|World,Describable,Drawable|Describable_normal,Drawable_hard|DescribeTheWord Basic
Adventure|http://en.wikipedia.org/wiki/Adventure_(1945_film)|Film,Describable,Mimeable|Describable_easy,Mimeable_easy|DescribeTheWord Basic
Adventure Island|http://en.wikipedia.org/wiki/Adventure_Island_(water_park)|World,Describable|Describable_hard|DescribeTheWord Basic
Adventureland|http://en.wikipedia.org/wiki/Adventureland_(film)|Film,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Adventureland|http://en.wikipedia.org/wiki/Adventureland_(Iowa)|World,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Adventure||Random,Describable|Describable_normal|DescribeTheWord Basic
Adventures||Random,Describable|Describable_normal|DescribeTheWord Basic
Adventure Time|http://en.wikipedia.org/wiki/Adventure_Time|TV,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
Adventurous||Random,Describable|Describable_normal|DescribeTheWord Basic
Adversely||Random,Describable|Describable_normal|DescribeTheWord Basic
Adverse||Random,Describable|Describable_easy|DescribeTheWord Basic
Adverting||Action,Describable|Describable_hard|DescribeTheWord Basic
Advertisement||Random,Describable|Describable_normal|DescribeTheWord Basic
Advertisements||Random,Describable|Describable_normal|DescribeTheWord Basic
Advertising board|http://en.wikipedia.org/wiki/Advertising_board|Object,Describable|Describable_hard|DescribeTheWord Basic
Advertising postcard|http://en.wikipedia.org/wiki/Advertising_postcard|Object,Describable|Describable_hard|DescribeTheWord Basic
Advert||Random,Describable|Describable_easy|DescribeTheWord Basic
Adverts||Random,Describable|Describable_easy|DescribeTheWord Basic
Advice Goddess|http://en.wikipedia.org/wiki/Amy_Alkon|Person,Describable|Describable_hard|DescribeTheWord Basic
Advisable||Random,Describable|Describable_normal|DescribeTheWord Basic
Adviser||Random,Describable|Describable_easy|DescribeTheWord Basic
Advisers||Random,Describable|Describable_normal|DescribeTheWord Basic
Advisory||Random,Describable|Describable_normal|DescribeTheWord Basic
Advocated||Random,Describable|Describable_normal|DescribeTheWord Basic
Advocate||Random,Describable|Describable_normal|DescribeTheWord Basic
Advocates||Random,Describable|Describable_normal|DescribeTheWord Basic
Advocating||Action,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
Advocating||Random,Describable|Describable_normal|DescribeTheWord Basic
Aegean Sea|http://en.wikipedia.org/wiki/Aegean_Sea|World,Describable|Describable_normal|DescribeTheWord Basic
Aegis|http://en.wikipedia.org/wiki/Aegis|Object,Describable|Describable_easy|DescribeTheWord Basic
A. E. Housman|http://en.wikipedia.org/wiki/A._E._Housman|Person,Describable|Describable_normal|DescribeTheWord Basic
Aerating||Action,Describable|Describable_normal|DescribeTheWord Basic
Aerial||Random,Describable|Describable_normal|DescribeTheWord Basic
Aerotrim|http://en.wikipedia.org/wiki/Aerotrim|Object,Describable,Drawable|Describable_normal,Drawable_hard|DescribeTheWord Basic
Aesthetically||Random,Describable|Describable_normal|DescribeTheWord Basic
Aesthetic||Random,Describable|Describable_normal|DescribeTheWord Basic
Affection||Random,Describable|Describable_normal|DescribeTheWord Basic
Afforesting||Action,Describable|Describable_hard|DescribeTheWord Basic
Afghan Hound|http://en.wikipedia.org/wiki/Afghan_Hound|Animal,Nature,Describable|Describable_normal|DescribeTheWord Basic
Afghanistan|http://en.wikipedia.org/wiki/Islamic_Emirate_of_Afghanistan|World,Describable,Drawable|Describable_normal,Drawable_normal|DescribeTheWord Basic
A Fighting Man of Mars|http://en.wikipedia.org/wiki/A_Fighting_Man_of_Mars|Literature,Describable,Mimeable|Describable_hard,Mimeable_hard|DescribeTheWord Basic
Afonso III of Portugal|http://en.wikipedia.org/wiki/Afonso_III_of_Portugal|Person,Describable|Describable_normal|DescribeTheWord Basic
Aforementioned||Random,Describable|Describable_normal|DescribeTheWord Basic
Africa|http://en.wikipedia.org/wiki/Africa|World,Describable,Drawable|Describable_easy,Drawable_normal|DescribeTheWord Basic
African bee|http://en.wikipedia.org/wiki/African_bee|Animal,Nature,Describable|Describable_normal|DescribeTheWord Basic
African buffalo|http://en.wikipedia.org/wiki/African_buffalo|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African bullhead|http://en.wikipedia.org/wiki/African_bullhead|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African bush elephant|http://en.wikipedia.org/wiki/African_bush_elephant|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African cherry orange|http://en.wikipedia.org/wiki/African_cherry_orange|Fruit,Nature,Describable|Describable_hard|DescribeTheWord Basic
African daisy|http://en.wikipedia.org/wiki/Arctotis|Plant,Nature,Describable|Describable_hard|DescribeTheWord Basic
African forest elephant|http://en.wikipedia.org/wiki/African_forest_elephant|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African iron overload|http://en.wikipedia.org/wiki/African_iron_overload|Medical condition,Nature,Describable|Describable_hard|DescribeTheWord Basic
Africanized bee|http://en.wikipedia.org/wiki/Africanized_bee|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African lungfish|http://en.wikipedia.org/wiki/African_lungfish|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African mammoth|http://en.wikipedia.org/wiki/Mammuthus_africanavus|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African mango|http://en.wikipedia.org/wiki/African_mango|Fruit,Nature,Describable|Describable_hard|DescribeTheWord Basic
African Pygmy Mouse|http://en.wikipedia.org/wiki/African_Pygmy_Mouse|Animal,Nature,Describable|Describable_hard|DescribeTheWord Basic
African Skies|http://en.wikipedia.org/wiki/African_Skies|TV,Describable,Mimeable|Describable_normal,Mimeable_normal|DescribeTheWord Basic
